62,"Articles of Apparel and Clothing Accessories, Not Knitted or
Crocheted",,,
6201,"- Men’s or boys’ overcoats, carcoats, capes, cloaks, anoraks (including ski jackets), windbreakers and similar articles (including padded, sleeveless jackets), other than those of heading 6203:",,,
620120,- - Of wool or fine animal hair:,,,
6201201100,"- - - Overcoats, carcoats, capes, cloaks and similar coats",,Doz,kg
6201209000,"- - - Anoraks (including ski-jackets), windbreakers and similar articles
(including padded, sleeveless jackets)",,,
,,,Doz,kg
620130,- - Of cotton:,,,
6201302015,- - - Raincoats,,Doz,kg
6201302200,"- - - Other overcoats, carcoats, capes, cloaks and similar coats",,Doz,kg
6201309000,"- - - Anoraks (including ski-jackets), windbreakers and similar articles
(including padded, sleeveless jackets)",,,
,,,Doz,kg
620140,- - Of man-made fibers:,,,
6201402010,- - - Raincoats,,Doz,kg
6201402200,"- - - Other overcoats, carcoats, capes, cloaks and similar coats",,Doz,kg
6201409000,"- - - Anoraks (including ski-jackets), windbreakers and similar articles
(including padded, sleeveless jackets)",,,
,,,Doz,kg
620190,- - Of other textile materials:,,,
6201901100,"- - - Overcoats, carcoats, capes, cloaks and similar coats",,Doz,kg
6201909000,"- - - Anoraks (including ski-jackets), windbreakers and similar articles
(including padded, sleeveless jackets)",,,
,,,Doz,kg
6202,"- Women's or girls’ overcoats, carcoats, capes, cloaks, anoraks (including ski jackets), windbreakers and similar articles (including padded, sleeveless jackets), other than those of heading 6203:",,,
620220,- - Of wool or fine animal hair:,,,
6202201100,"- - - Overcoats, carcoats, capes, cloaks and similar coats",,Doz,kg
6202209000,"- - - Anoraks (including ski-jackets), windbreakers and similar articles (including padded, sleeveless jackets)",,,
,,,Doz,kg
620230,- - Of cotton:,,,
6202302015,- - - Raincoats,,Doz,kg
6202302200,"- - - Other overcoats, carcoats, capes, cloaks and similar coats",,Doz,kg
6202309000,"- - - Anoraks (including ski-jackets), windbreakers and similar articles
(including padded, sleeveless jackets)",,,
,,,Doz,kg
620240,- - Of man-made fibers:,,,
6202402015,- - - Raincoats,,Doz,kg
6202402200,"- - - Other overcoats, carcoats, capes, cloaks and similar coats",,Doz,kg
6202409000,"- - - Anoraks (including ski-jackets), windbreakers and similar articles
(including padded, sleeveless jackets)",,,
,,,Doz,kg
620290,- - Of other textile materials:,,,
6202901100,"- - - Overcoats, carcoats, capes, cloaks and similar coats",,Doz,kg
"Schedule B No
and Headings",Commodity Description,,"Unit of
Quantity","Second
Quantity"

6202909000,"- - - Anoraks (including ski-jackets), windbreakers and similar articles
(including padded, sleeveless jackets)",,,
,,,Doz,kg
6203,"- Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear):",,,
,- - Suits:,,,
6203110000,- - - Of wool or fine animal hair,,No,kg
6203120000,- - - Of synthetic fibers,,No,kg
6203190000,- - - Of other textile materials,,Doz,kg
,- - Ensembles:,,,
6203220000,- - - Of cotton,,Doz,kg
6203230000,- - - Of synthetic fibers,,Doz,kg
620329,- - - Of other textile materials:,,,
6203291200,- - - - Of wool or fine animal hair,,Doz,kg
6203292000,- - - - Of artificial fibers,,Doz,kg
6203293000,- - - - Other,,Doz,kg
,- - Suit-type jackets and blazers:,,,
6203310000,- - - Of wool or fine animal hair,,Doz,kg
6203320000,- - - Of cotton,,Doz,kg
6203330000,- - - Of synthetic fibers,,Doz,kg
620339,- - - Of other textile materials:,,,
6203391500,- - - - Of artificial fibers,,Doz,kg
6203394000,- - - - Other,,Doz,kg
,"- - Trousers, bib and brace overalls, breeches and shorts:",,,
6203410000,- - - Of wool or fine animal hair,,Doz,kg
620342,- - - Of cotton:,,,
